ds,y
             2015 11 30,0.0034
             2015 11 09,0.19558
             2015 11 08,0.044
             2015 11 08,0.01307
             2015 11 08,0.00063
             2015 11 07,0.0023
             2015 11 07,0.00943
             2015 11 03,0.00264
             2015 11 01,0.12342
             2015 10 23,0.00061
             2015 10 12,0.02479
             2015 10 09,0.00366
             2015 09 23,0.01678
             2015 09 21,0.02043
             2015 09 20,0.0079
             2015 09 17,0.07971
             2015 09 16,0.00492
             2015 09 11,0.03455
             2015 09 06,0.00767
             2015 08 19,0.0598
             2015 07 19,0.00212
             2015 07 15,0.06034
             2015 07 12,0.00617
             2015 06 23,0.06977
             2015 06 07,0.08492
             2015 05 30,0.17127
             2015 05 19,0.03154
             2015 05 23,0.13122
             2015 05 22,0.07801
             2015 05 22,0.0066
             2015 05 20,0.14124
             2015 05 19,0.01786
             2015 05 18,0.05306
             2015 05 18,0.00442
             2015 05 18,0.01581
             2015 05 13,0.1127
             2015 05 13,0.0175
             2015 04 25,0.06731
             2015 04 23,0.06121
             2015 04 21,0.01145
             2015 04 16,0.05589
             2015 04 16,0.02779
             2015 03 27,0.12404
             2015 03 29,0.0026
             2015 03 28,0.01954
             2015 03 25,0.07445
             2015 03 24,0.0082
             2015 03 22,0.02847
             2015 03 16,0.05209
             2015 03 16,0.01325
             2015 03 13,0.33054
             2015 03 11,0.00762
             2015 03 09,0.00298
             2015 02 19,0.0003
             2015 02 18,0.04516
             2015 02 20,0.08145
             2015 02 17,0.03437
             2015 02 13,0.00959
             2015 02 08,0.16429
             2015 02 09,0.03447
             2015 02 08,0.00037
             2015 02 02,0.05058
             2015 01 27,0.1015
             2015 01 21,0.1689
             2015 01 23,0.13791
             2015 01 25,0.02345
             2015 01 19,0.0055
             2015 01 14,0.06587
             2015 01 14,0.14738
             2015 01 14,0.04423
             2015 01 09,0.04074
             2014 12 30,0.01693
             2014 12 27,0.03839
             2014 12 28,0.00278
             2014 12 27,0.0019
             2014 12 19,0.02046
             2014 12 16,0.00494
             2014 12 16,0.05406
             2014 12 12,0.0953
             2014 11 28,0.00119
             2014 11 23,0.03706
             2014 11 22,0.00143
             2014 11 18,0.07733
             2014 11 17,0.00012
             2014 11 17,0.0378
             2014 10 28,0.03513
             2014 10 26,0.0008
             2014 10 22,0.09369
             2014 10 20,0.00772
             2014 10 17,0.01019
             2014 10 14,0.03045
             2014 10 01,0.01485
             2014 09 26,0.01511
             2014 09 22,0.01726
             2014 09 22,0.06001
             2014 09 18,0.02781
             2014 09 14,0.04375
             2014 09 01,0.04343
             2014 08 31,0.13105
             2014 08 23,0.15998
             2014 08 30,0.01272
             2014 08 20,0.01066
             2014 08 23,0.0253
             2014 07 29,0.01793
             2014 07 01,0.01303
             2014 06 30,0.05667
             2014 06 26,0.01036
             2014 06 25,0.00738
             2014 06 24,0.0001
             2014 06 24,0.03279
             2014 06 20,0.05696
             2014 06 02,0.00024
             2014 06 07,0.01322
             2014 06 06,0.02826
             2014 05 28,0.06072
             2014 05 27,0.00146
             2014 05 25,0.01536
             2014 05 21,0.02249
             2014 05 04,0.00153
             2014 05 02,0.01464
             2014 04 23,0.11558
             2014 04 28,0.24597
             2014 04 23,0.00781
             2014 04 23,0.05655
             2014 04 21,0.00618
             2014 04 04,0.00035
             2014 04 07,0.05172
             2014 04 04,0.19046
             2014 04 04,0.12305
             2014 04 05,0.00012
             2014 04 04,0.00336
             2014 04 01,0.03121
             2014 03 30,0.04731
             2014 03 28,0.01114
             2014 03 28,0.01386
             2014 03 27,0.00253
             2014 03 25,0.00869
             2014 03 23,0.07044
             2014 03 05,0.00774
             2014 02 28,0.00251
             2014 02 26,0.03922
             2014 02 27,0.05279
             2014 02 27,0.01605
             2014 02 19,0.00432
             2014 02 18,0.16872
             2014 02 10,0.00779
             2014 02 08,0.03177
             2014 01 28,0.0082
             2014 01 26,0.2024
             2014 01 23,0.00305
             2014 01 24,0.03685
             2014 01 23,0.00141
             2014 01 21,0.00932
             2014 01 06,0.00959
             2013 12 31,0.04736
             2013 12 30,0.11109
             2013 12 24,0.01521
             2013 12 23,0.03149
             2013 12 03,0.00471
             2013 11 12,0.02315
             2013 10 27,0.03572
             2013 10 24,0.04507
             2013 10 23,0.01816
             2013 10 22,0.0014
             2013 10 16,0.00376
             2013 10 12,0.03013
             2013 10 11,0.02674
             2013 10 05,0.00892
             2013 10 04,0.04827
             2013 10 02,0.05974
             2013 10 02,0.19301
             2013 10 02,0.06648
             2013 10 02,0.25404
             2013 09 28,0.0442
             2013 09 26,0.03438
             2013 09 23,0.0297
             2013 09 15,0.00034
             2013 09 02,0.08971
             2013 09 01,0.01977
             2013 08 27,0.05307
             2013 07 26,0.0064
             2013 07 13,0.03787
             2013 07 13,0.00769
             2013 07 03,0.07404
             2013 07 01,0.03939
             2013 06 19,0.20689
             2013 06 17,0.09216
             2013 06 02,0.02531
             2013 05 29,0.09323
             2013 05 30,0.04926
             2013 05 18,0.00679
             2013 05 11,0.06847
             2013 05 08,0.03759
             2013 05 08,0.00745
             2013 04 17,0.12536
             2013 04 11,0.01196
             2013 04 07,0.07843
             2013 04 04,0.13601
             2013 04 03,0.00005
             2013 03 20,0.11483
             2013 03 20,0.04918
             2013 03 19,0.02098
             2013 03 18,0.0404
             2013 03 12,0.00529
             2013 02 16,0.20727
             2013 02 16,0.01178
             2013 02 14,0.26517
             2013 02 14,0.00794
             2013 02 05,0.03405
             2013 01 20,0.01135
             2013 01 18,0.04398
             2013 01 18,0.01507
             2013 01 14,0.05989
             2013 01 13,0.02026
             2013 01 12,0.14952
             2013 01 09,0.01811
             2012 12 23,0.01731
             2012 12 17,0.03332
             2012 12 13,0.05295
             2012 12 13,0.01789
             2012 12 12,0.003
             2012 12 10,0.04795
             2012 12 08,0.0644
             2012 12 06,0.01803
             2012 11 22,0.13065
             2012 11 19,0.00659
             2012 11 17,0.03346
             2012 11 14,0.06031
             2012 11 13,0.00202
             2012 11 06,0.03295
             2012 11 06,0.00291
             2012 11 05,0.01102
             2012 11 03,0.04747
             2012 10 25,0.014
             2012 10 18,0.00612
             2012 10 16,0.0183
             2012 10 14,0.07298
             2012 09 22,0.02031
             2012 09 19,0.00398
             2012 09 15,0.01208
             2012 09 14,0.07684
             2012 08 21,0.07316
             2012 08 19,0.2254
             2012 08 13,0.00978
             2012 08 14,0.00637
             2012 08 10,0.05331
             2012 07 19,0.03812
             2012 06 23,0.01706
             2012 06 17,0.08822
             2012 06 18,0.0216
             2012 06 14,0.11108
             2012 06 15,0.00698
             2012 05 25,0.01902
             2012 04 28,0.14639
             2012 04 22,0.00091
             2012 03 31,0.05634
             2012 03 24,0.00114
             2012 03 22,0.0474
             2012 03 13,0.10861
             2012 03 03,0.03724
             2012 03 03,0.05886
             2012 02 28,0.02784
             2012 02 27,0.00787
             2012 02 25,0.00656
             2012 02 24,0.11266
             2012 02 24,0.02583
             2012 02 21,0.1096
             2012 02 21,0.12525
             2012 02 19,0.01149
             2012 02 03,0.07393
             2012 01 27,0.02314
             2012 01 27,0.06724
             2012 01 26,0.11429
             2012 01 25,0.00063
             2012 01 21,0.00184
             2012 01 19,0.00676
             2012 01 18,0.0125
             2012 01 18,0.03083
             2012 01 11,0.00265
             2012 01 10,0.0028
             2011 12 29,0.01404
             2011 12 25,0.24087
             2011 12 25,0.00928
             2011 12 01,0.05276
             2011 11 29,0.01683
             2011 11 24,0.03979
             2011 11 16,0.04942
             2011 10 20,0.03015
             2011 10 19,0.1285
             2011 10 18,0.00305
             2011 10 06,0.01268
             2011 10 03,0.11546
             2011 10 03,0.05155
             2011 10 01,0.00045
             2011 09 18,0.251
             2011 07 22,0.02403
             2011 07 20,0.01
             2011 05 27,0.01647
             2011 05 21,0.0063
             2011 05 05,0.00558
             2011 04 27,0.03825
             2011 04 26,0.08013
             2011 04 11,0.02166
             2011 04 08,0.00245
             2011 04 05,0.045
             2011 04 05,0.02422
             2011 04 05,0.11755
             2011 04 05,0.02267
             2011 04 02,0.16223
             2011 04 02,0.01408
             2011 03 27,0.00057
             2011 03 25,0.07072
             2011 03 14,0.03742
             2011 03 15,0.00162
             2011 03 12,0.02597
             2011 03 11,0.03598
             2011 03 10,0.08469
             2011 03 06,0.00732
             2011 03 05,0.2103
             2011 03 02,0.00355
             2011 03 01,0.05274
             2011 02 23,0.03268
             2011 02 22,0.00282
             2011 02 23,0.1206
             2011 02 13,0.00073
             2011 02 13,0.01514
             2011 02 12,0.00201
             2011 02 12,0.05166
             2011 02 07,0.00114
             2011 02 04,0.00105
             2011 01 30,0.00526
             2011 01 10,0.00114
             2011 01 04,0.00094
             2011 01 04,0.04593
             2011 01 03,0.05681
             2010 12 29,0.01346
